?pmc_id0	?text0	?pmc_id1	?text1	?count
"140733"	MacroD2	MESH:C000657245;0.011477440245169342	SARS-CoV Nsp3-ADPr	3
"140738"	pr1	MESH:D006479;0.015887741291780395	Congo hemorrhagic fever virus	3
"14190"	FGL2	MESH:D005355	Fibrosis	3
"14190"	FGL2	MESH:D045169	SARS infection	3
"14190"	FGL2	MESH:D045169;-0.006700166945966975	SARS	3
"142"	PARP	MESH:D001991	bronchitis coronavirus infection	3
"14254594"	S) protein	MESH:D012131	respiratory syndrome coronavirus	3
"14254595"	ORF3	MESH:D018352	Middle East respiratory syndrome coronavirus	3
"14254596"	ORF 4a	MESH:D018352;0.020646108596863492	respiratory syndrome coronavirus	3
"14254597"	ORF 4b	MESH:D018352;0.020646108596863492	respiratory syndrome coronavirus	3
"14254598"	ORF5	MESH:D012131	respiratory syndrome coronavirus	3
"14254600"	M protein	MESH:D018352;-0.01567932811417729	coronavirus	3
"14254602"	ORF1ab	MESH:D012131	respiratory syndrome coronavirus	3
"14254602"	pp1ab	MESH:D012131	respiratory syndrome coronavirus	3
"14257"	VEGFR-3	MESH:D005355	interstitial fibrosis	3
"142980"	TLR3	MESH:D018352	coronavirus infection	3
"1432"	p38	MESH:D001991	bronchitis virus CHOP	3
"1432"	p38	MESH:D003967	RVA diarrhea	3
"1435"	MCSF	MESH:C000657245	COVID-19	3
"1435"	macrophage colony-stimulating factor	MESH:C000657245	COVID-19	3
"1435"	M-CSF	MESH:D005334	Fever	3
"1437"	CSF	MESH:D000849;0.052092233616060656	tremor nominal aphasia fever	3
"1437"	CSF	MESH:D003221;0.020091822820259505	confusion fever	3
"1437"	GM-CSF	MESH:D005334	Fever	3
"1437"	CSF	MESH:D005334;-0.0066465587115866025	fever	3
"1437"	CSF	MESH:D005334;-0.007617750530769633	fever	3
"1437"	CSF	MESH:D005334;-0.011457491030451284	fever	3
"1437"	GM-CSF	MESH:D005334;-0.012249493399915937	fever	3
"1437"	CSF	MESH:D005334;-0.012480007505892548	fever	3
"1437"	GM-CSF	MESH:D005334;-0.01563001861990131	fever	3
"1437"	CSF	MESH:D005334;-0.01940076905372692	fever	3
"1437"	CSF	MESH:D005334;-5.319328222685091E-4	fever	3
"1437"	GM-CSF	MESH:D005355;0.0037748259750011413	fibrosis	3
"1437"	GM-CSF	MESH:D008103;0.011166812114161519	liver fibrosis	3
"1437"	GM-CSF	MESH:D011014;-0.0011159163865880652	pneumonia	3
"1437"	GM-CSF	MESH:D011014;-0.0058719888269855615	pneumonia	3
"1437"	GM-CSF	MESH:D018352;-0.0016982581429378744	coronavirus	3
"1437"	GM-CSF	MESH:D018410;0.014562591108507189	bacterial pneumonia	3
"1437"	GM-CSF	MESH:D045169;-0.008090569558680944	SARS	3
"1437"	GM-CSF	MESH:D045169;-0.010648995122436864	SARS	3
"1437"	GM-CSF	MESH:D045169;-0.012975707789867504	SARS	3
"1437"	GM-CSF	MESH:D045169;-0.019295583462100592	SARS-Ab, SARS-IgM	3
"1437"	GM-CSF	MESH:D045169;0.004209091857937351	SARS	3
"1437"	GM-CSF	MESH:D045169;1.439979128143344E-4	SARS	3
"1437"	GM-CSF	MESH:D054990;0.022611408278037724	idiopathic pulmonary fibrosis	3
"1440"	G-CSF	MESH:D005334	Fever	3
"1440"	G-CSF	MESH:D011024	viral pneumonia	3
"1457"	CK II	MESH:C000657245	SARS-CoV-infected	3
"1457"	CK II	MESH:D005355	lung fibrosis	3
"14598"	GGT	MESH:D005355	fibrosis	3
"14607"	GIP	MESH:D005355	fibrosis	3
"14652"	Glp1r	MESH:D000419	fibrosis    Albuminuria	3
"14729"	GP5	MESH:D005334	fever	3
"14825"	CXCL1	MESH:D018410	bacterial pneumonia	3
"1486"	CTB	MESH:D003967	acute diarrhea	3
"1486"	CTB	MESH:D003967;0.04398901425296047	epidemic diarrhea virus infection	3
"1489588"	VP2	MESH:D001991;0.03493464040883244	bronchitis Poultry Coronavirus N	3
"1489588"	VP2	MESH:D003967	hemorrhagic diarrhea	3
"1489588"	VP2	MESH:D005334;-8.50915908791345E-4	fever	3
"1489588"	VP2	MESH:D018182;0.03916176021589769	viral diarrhea Cattle Pestivirus	3
"1489598"	VP1	MESH:D003967	diarrhea	3
"1489678"	nucleocapsid protein	MESH:D045169	SARS-CoV infection	3
"1490"	CCN2	MESH:D005355	fibrosis	3
"1490"	connective tissue growth factor	MESH:D005355	fibrosis	3
"1490"	connective transforming growth factor	MESH:D011658	pulmonary fibrosis	3
"1491864"	gag	MESH:D001991	infectious bronchitis virus	3
"1491907"	Env	MESH:D018352	coronavirus infection	3
"1491907"	Env	MESH:D019142	Ebola infection	3
"1491923"	Gag	MESH:C000657245;0.016644859481545274	SARS-CoV N	3
"1491923"	Gag	MESH:C000657245;0.016877595043611485	SARS-CoV N	3
"1491923"	Gag	MESH:C000657245;0.01708250102307657	SARS-CoV N	3
"1491923"	Gag	MESH:C000657245;0.02013409017263036	SARS-CoV N	3
"1491923"	Gag	MESH:C000657245;0.023176720286495013	SARS-CoV N	3
"1491923"	Gag	MESH:C000657245;0.025577724307419475	SARS-CoV N	3
"1494476"	M2-2	MESH:D005334	fever	3
"1508"	apps	MESH:C000657245	COVID-19	3
"1508"	APPs	MESH:D011020	Pneumocystis jirovecii pneumonia	3
"1508"	cathepsin B	MESH:D018352	Coronavirus infection	3
"15111"	Th2	MESH:D001991	bronchitis	3
"15111"	TH2	MESH:D004802;0.016620487874361052	eosinophilic pneumonia	3
"15111"	Th2	MESH:D005355	intra-alveolar fibrosis	3
"15111"	Th2	MESH:D006480	haemorrhagic fever	3
"15111"	Th2	MESH:D008103	liver fibrosis	3
"15111"	Th2	MESH:D011658	pulmonary fibrosis	3
"1514"	cathepsin L	MESH:C000657245;-0.003863607773594736	SARS-CoVs	3
"1514"	cathepsin L	MESH:C000657245;-0.00718019322725648	SARS-CoVs	3
"1514"	cathepsin L	MESH:C000657245;0.008786957819891816	MERS-CoVs and SARS-CoVs	3
"1514"	cathepsin L	MESH:C000657245;0.039058166535151394	SARS-CoV infection	3
"1514"	cathepsin L	MESH:C000657245;0.03940437886617727	MERS-CoV and SARS-CoV	3
"1514"	CatL	MESH:D005334	fever	3
"1514"	cathepsin L	MESH:D005355	interstitial myocardial fibrosis	3
"1514"	cathepsin L	MESH:D008103	liver fibrosis	3
"1514"	cathepsin L	MESH:D018352	Coronavirus infection	3
"1514"	cathepsin L	MESH:D018455;0.011462501431528601	SARS-CoV S	3
"1514"	cathepsin L	MESH:D018455;0.015880479393395017	SARS-CoV S	3
"1514"	cathepsin L	MESH:D019142	Ebola pseudotype virus infection	3
"1514"	CatL	MESH:D045169	SARS-CoV infection	3
"1514"	cathepsin L	MESH:D045169;-0.00589253703717427	SARS	3
"1514"	cathepsin L	MESH:D045169;0.004597582752212611	SARS	3
"1514"	cathepsin L	MESH:D045169;0.015006475225922099	SARS infection	3
"15234"	HGF	MESH:D011014	pneumonia	3
"1525"	CXADR	MESH:D001991	bronchitis	3
"1525"	CXADR	MESH:D011014	pneumonias	3
"15289"	HMGB1	MESH:D003550;0.02311488454234675	cystic fibrosis	3
"154"	beta2-adrenoceptor	MESH:C000657245;-0.008479906652382622	SARS-CoV	3
"154"	beta2-adrenoceptor	MESH:D018352;-0.001836599407112515	coronavirus	3
"155030"	Gag	MESH:C000657245;0.012498257899791435	SARS-CoV N	3
"155030"	Gag	MESH:C000657245;0.01424547896294058	SARS-CoV N	3
"155030"	Gag	MESH:C000657245;0.014977161933410227	SARS-CoV N	3
"155030"	Gag	MESH:C000657245;0.01824300382610461	SARS-CoV N	3
"155030"	Gag	MESH:C000657245;0.019563728771871666	SARS-CoV N	3
"155030"	gag	MESH:D005334	fever	3
"155030"	Gag	MESH:D006480	Hemorrhagic fever	3
"155030"	Gag	MESH:D018352;-0.004769790286901523	coronavirus	3
"155030"	Gag	MESH:D018352;-0.007318651255275196	coronavirus	3
"15507"	HSP27	MESH:D045169	SARS-CoV infection	3
"155871"	Tat	MESH:D001991	coronavirus infectious bronchitis virus	3
"155871"	Tat	MESH:D003967;0.03485869782326739	viral diarrhea disease	3
"155908"	Rev	MESH:D001991	coronavirus infectious bronchitis virus	3
"155971"	Env	MESH:D006480	haemorrhagic fever	3
"155971"	Env	MESH:D012131	respiratory syndrome coronavirus	3
"155971"	envelope glycoprotein	MESH:D012131	respiratory syndrome coronavirus	3
"155971"	gp120	MESH:D031261;0.012759388077061454	SARS-CoV spike	3
"155971"	gp120	MESH:D045169	SARS-CoV infection	3
"157285"	Peak 2	MESH:D003967	Diarrhea	3
"157285"	Peak 2	MESH:D003967	infant diarrhea	3
"157285"	Peak 2	MESH:D005334	fever	3
"157285"	Peak 2	MESH:D006480	Hemorrhagic Fever	3
"157285"	Peak 2	MESH:D006480	hemorrhagic fever	3
"157285"	Peak 2	MESH:D012541	"scarlet fever\" 6"	3
"1576"	CYP3A	MESH:D003967	diarrhea	3
"159371"	post	MESH:D003967	diarrhea	3
"15945"	IP-10	MESH:C000657245	COVID-19	3
"15945"	IP10	MESH:D003715	dengue fever	3
"15945"	CXCL10	MESH:D018352	coronavirus encephalomyelitis	3
"15945"	CXCL10	MESH:D018352	coronavirus retinopathy	3
"15957"	IFIT1	MESH:D003047	Valley fever viruses	3
"15967"	Ifnalpha4	MESH:D018352	coronavirus infection	3
"15967"	Ifnalpha4	MESH:D018352	gliatropic coronavirus	3
"15974"	interferon alpha (IFN-alpha) B	MESH:D045169	SARS-CoV infection	3
"15975"	IFNAR	MESH:D011014	pneumoniae infection	3
"15975"	IFNAR	MESH:D018352	coronavirus infection	3
"15975"	IFNAR	MESH:D018352	coronavirus-infected	3
"15975"	IFNAR	MESH:D045169	SARS-CoV-infected lungs	3
"15975"	IFNAR-/-	MESH:D045169	SARS-CoV infected lungs	3
"15977"	interferon-beta	MESH:D011014	pneumonia	3
"15977"	IFNalpha/beta	MESH:D018352	coronavirus infection	3
"15977"	IFNalpha/beta	MESH:D018352	gliatropic coronavirus	3
"15977"	IFNbeta	MESH:D045169	acute respiratory syndrome (SARS)-coronavirus infection	3
"15978"	IFN-gamma	MESH:C000657245;0.007335798622214654	SARS-CoV NP	3
"15978"	IFN	MESH:D005355	fibrosis	3
"15978"	IFN-gamma	MESH:D005355	lung fibrosis	3
"15978"	IFN-gamma	MESH:D007835	Lassa fever	3
"15978"	IFN-gamma	MESH:D014412	Zika virus infection	3
"15978"	IFN-gamma	MESH:D018352	coronavirus infection-induced encephalitis	3
"15978"	IFNgamma	MESH:D018352	coronavirus infection	3
"15978"	IFN-gamma	MESH:D018352;-0.0013688991021330987	coronavirus-infected	3
"15978"	IFN-gamma	MESH:D018352;-0.0045476348207271365	neurotropic coronavirus	3
"15978"	IFN-gamma	MESH:D031261;0.015046700996206138	SARS-CoV spike	3
"15978"	interferon	MESH:D045169	Severe acute respiratory syndrome coronavirus (SARS-CoV) infection	3
"15978"	interferon	MESH:D045169	Urbani SARS-CoV infection	3
"15978"	IFN-gamma	MESH:D045169;0.0026653286396484052	SARS N	3
"16017"	IgG1	MESH:D006480	haemorrhagic fever	3
"16017"	IgG1	MESH:D011014	pneumonia	3
"16019"	IgM	MESH:D018352	neurotropic coronavirus infection	3
"16019"	IgM	MESH:D019142	Ebola viruses	3
"1604"	CD55	MESH:D011014	pneumonia	3
"16059"	IgG	MESH:C000657245;0.030213697773057387	SARS-CoV infection	3
"16059"	IgG	MESH:C000657245;0.030909327070426255	SARS-CoV infection	3
"16059"	IgG	MESH:D001102;0.01561512092078615	SARS-CoV viral	3
"16059"	IgG	MESH:D006480	hemorrhagic fever	3
"16059"	IgG	MESH:D019142;0.011088243688399235	Ebola virus infection	3
"16059"	IgG	MESH:D019142;0.015636039951273772	Ebola virus infection	3
"16059"	IgG	MESH:D019142;0.020609738419101464	Ebola virus infection	3
"16059"	IgG	MESH:D045169;-0.002147383710522144	SARS	3
"16059"	IgG	MESH:D045169;0.004446720218646994	SARS	3
"16059"	IgG	MESH:D045169;0.007285680299428103	SARS	3
"16059"	IgG	MESH:D045169;0.007718602662080951	SARS	3
"16059"	IgG	MESH:D045169;0.009646969471327808	SARS	3
"16059"	IgG	MESH:D045169;0.010592656444869515	SARS	3
"16059"	IgG	MESH:D045169;0.013129532657343953	SARS	3
"16059"	IgG	MESH:D045169;0.017100678714937576	SARS	3
"160622"	grasp	MESH:D011014	pneumonia	3
"16065"	IgG	MESH:C000657245;0.0033296457579485286	SARS-CoV	3
"16065"	IgG	MESH:C000657245;0.003420558042384044	SARS-CoV	3
"16065"	IgG	MESH:C000657245;0.008678232790926936	SARS-CoV	3
"16065"	IgG	MESH:C000657245;0.042215704988318795	SARS-CoV and SARS-CoV	3
"16065"	IgG	MESH:D045169	SARS-CoV infection	3
"16153"	IL-10	MESH:D008103	liver fibrosis	3
"16153"	IL-10	MESH:D011008	anchored   Lactococcus lactis  Streptococcus pneumoniae infection Pneumococcal	3
"16160"	IL-12p40	MESH:D005355	fibrosis	3
"16168"	IL-15	MESH:D018352	coronavirus infection	3
"16171"	IL-17	MESH:D005355	lung fibrosis	3
"16171"	IL-17	MESH:D005759;0.037538624778455675	gastroenteritis (TGE) coronavirus infection	3
"16171"	IL-17	MESH:D007251;0.0010410229744038076	influenza pneumonia	3
"16171"	IL-17	MESH:D011001	Actinobacillus pleuropneumoniae   Pulmonary	3
"16171"	IL-17	MESH:D011014;-0.0013879890518167133	pneumonia	3
"16171"	IL-17	MESH:D011014;0.006893487979816617	pneumonia	3
"16171"	IL-17A	MESH:D011658	pulmonary fibrosis	3
"16173"	IL-18	MESH:D005355	fibrosis	3
"16173"	IL-18	MESH:D045169	SARS-CoV infection	3
"16176"	interleukin-1beta	MESH:D005334	fever	3
"16176"	interleukin-1beta	MESH:D011014	pneumoniae infection	3
"16176"	IL-1beta	MESH:D018352	coronavirus encephalitis      neuronal damage	3
"16176"	IL-1beta	MESH:D018352	coronavirus infection	3
"16183"	IL-2	MESH:C000657245;0.007335798622214654	SARS-CoV NP	3
"16183"	IL-2	MESH:D005334	fever	3
"16183"	IL2	MESH:D045169	SARS-CoV infection	3
"16189"	IL-4	MESH:D011014;-0.001208272290417419	pneumonia	3
"16191"	IL-5	MESH:D005355	lung fibrosis	3
"16193"	IL-6	MESH:C000657245;-0.012724625925785792	SARS-CoV	3
"16193"	IL-6	MESH:C000657245;0.020916146501773716	SARS-CoV infection	3
"16193"	IL-6	MESH:C000657245;0.02095139241297833	SARS-CoV-infected	3
"16193"	IL-6	MESH:C000657245;0.02309910567179762	SARS-CoV infection	3
"16193"	IL-6	MESH:C000657245;0.026535389618097413	SARS-CoV infections	3
"16193"	IL-6	MESH:D003550	Fibrosis CF	3
"16193"	IL-6	MESH:D003550	cystic fibrosis	3
"16193"	IL-6	MESH:D005334;-0.012168575125457885	fever	3
"16193"	IL-6	MESH:D005355	Fibrosis	3
"16193"	IL-6	MESH:D023521;0.05196320140261184	decreases the acute Chlamydia pneumoniae infection	3
"16193"	IL-6	MESH:D031261;0.015412944116272743	SARS-CoV spike	3
"16193"	IL-6	MESH:D045169	SARS infection	3
"16193"	IL-6	MESH:D045169	SARS-CoV infected lungs	3
"16193"	IL-6	MESH:D045169;-0.0018632255506089608	SARS	3
"16193"	IL-6	MESH:D045169;0.004018779026898445	SARS	3
"16196"	IL-7	MESH:D011008	Streptococcus pneumonia	3
"162333"	March 10	MESH:C000657245	Covid-19	3
"16259"	In 2	MESH:D005355	fibrosis	3
"16331"	SHIP	MESH:D011657	Eosinophilic crystalline pneumonia	3
"1636"	ACE	MESH:D005355;0.01723462953452038	fibrosis	3
"1636"	ACE	MESH:D010505;0.005375004380651157	Familial Mediterranean Fever	3
"1636"	angiotensin converting enzyme	MESH:D011014	pneumonia	3
"1636"	ACE	MESH:D045169	SARS	3
"1636"	ACE	MESH:D045169	SARS CoV reduced lung injury	3
"1636"	ACE	MESH:D045169;-0.006589685650939699	SARS	3
"1636"	ACE1	MESH:D045169;0.004009312768895285	SARS	3
"164045"	helicase	MESH:C000657245;0.0018626626509537772	SARS-CoV	3
"164045"	helicase	MESH:C000657245;0.0047501702181095415	SARS-CoV	3
"164045"	helicase	MESH:C000657245;0.005321143255226853	SARS-CoV	3
"164045"	helicase	MESH:C000657245;0.025824363141606667	SARS-CoV, MERS-CoV	3
"164045"	helicase	MESH:C000657245;0.027336900297117515	SARS-CoV, MERS-CoV, HCoV-229E	3
"164045"	helicase	MESH:C000657245;0.03236945886818943	SARS-CoV, MERS-CoV	3
"164045"	helicase	MESH:C000657245;0.037168227408542726	SARS-CoV, MERS-CoV, HCoV-229E	3
"164045"	helicase	MESH:C000657245;0.041195031083416246	SARS-CoV and MERS-CoV	3
"164045"	helicase	MESH:C000657245;0.0415557318951973	SARS-CoV, MERS-CoV, HCoV-229E, HCoV-NL63	3
"164045"	helicase	MESH:D001991	infectious bronchitis virus	3
"164045"	helicase	MESH:D003333;0.008021439404775135	SARS-CoV, HCoV-229E	3
"164045"	helicase	MESH:D006470;0.015569801977033284	viral haemorrhagic fevers	3
"164045"	helicase	MESH:D016751;0.016724495265716507	SARS-CoV E	3
"164045"	helicase	MESH:D018352	coronavirus Mouse Hepatitis Virus	3
"164045"	helicase	MESH:D018352;-0.007796987783198758	coronavirus	3
"164045"	Helicase	MESH:D018352;-0.012016500005957758	coronavirus	3
"164045"	helicase	MESH:D018352;-0.012016500005957758	coronavirus	3
"164045"	helicase	MESH:D018352;0.01582368683858394	coronavirus	3
"164045"	helicase	MESH:D045169;-0.002276370414209694	SARS	3
"164045"	Helicase	MESH:D045169;0.0018833675494396573	SARS	3
"164045"	helicase	MESH:D045169;0.0018833675494396573	SARS	3
"16409"	CD11b	MESH:D045169	mock-infected or SARS-CoV infected WT	3
"1649"	CHOP	MESH:D003550	cystic fibrosis	3
"1649"	GADD153	MESH:D045169	SARS-CoV infection	3
"1653"	DDX1	MESH:D018352;0.011566167379104281	coronavirus nonstructural protein 14	3
"1655"	DDX5	MESH:D001991	coronavirus infectious bronchitis virus	3
"16668"	CK18	MESH:D011014	pneumonia	3
"16668"	CK18	MESH:D011024	viral pneumonia	3
"16819"	LCN-2	MESH:D007710;0.019912076414572107	Klebsiella pneumoniae infections	3
"16819"	LCN-2	MESH:D011014;-6.140138396401144E-4	pneumonia	3
"16835"	Ldlr	MESH:D005355	fibrosis	3
"16852"	Gal-1	MESH:D019142	Ebola virus infection	3
"170589"	a 2	MESH:D011014	pneumonia	3
"170743"	TLR-7	MESH:D018352	coronavirus infection	3
"170786"	DC-SIGN	MESH:D005355;0.011329914874826943	candidiasis-induced renal fibrosis	3
"170786"	DC-SIGN	MESH:D005355;0.015320973425067615	fibrosis	3
"170786"	DC-SIGN	MESH:D018352;0.008620743988600578	coronavirus infection	3
"170786"	DC-SIGN	MESH:D045169;-0.002276370414209694	SARS	3
"170786"	DC-SIGN	MESH:D045169;0.006115136241837359	SARS	3
"17082"	ST2	MESH:D054988	idiopathic pneumonia syndrome	3
"17110"	Lyz	MESH:D005334	fever	3
"17127"	SMAD3	MESH:D011658	pulmonary fibrosis	3
"171283"	Kim1	MESH:D005355;0.010747382735477306	renal fibrosis	3
"171283"	TIM1	MESH:D007835	Lassa fever	3
"171283"	TIM1	MESH:D019142	Ebola VLPs	3
"171283"	TIM1	MESH:D019142	hepatitis A virus and Ebola virus	3
"17131"	Smad7	MESH:D005355;0.010108542216208997	fibrosis	3
"17195"	MBL	MESH:D005334	fever	3
"17224"	MCP-1	MESH:D054990	idiopathic pulmonary fibrosis	3
"17329"	CXCL9	MESH:D011014	pneumonia	3
"17329"	CXCL9	MESH:D018352	coronavirus encephalomyelitis	3
"1737"	PBC	MESH:D005355	fibrosis	3
"17395"	MMP9	MESH:D005355	fibrosis	3
"17470"	CD200	MESH:D018352	coronavirus infections	3
"17470"	CD200	MESH:D018352	hepatitis coronavirus infection	3
"17523"	MPO	MESH:D011014;-1.2791666592873365E-4	reinfection pneumonia	3
"17523"	MPO	MESH:D011014;0.00275046759777511	pneumonia	3
"17523"	MPO	MESH:D011024;0.006157225512955271	viral pneumonia	3
"1767"	PCD	MESH:D001991	bronchitis	3
"17857"	Mx1	MESH:D011024	viral pneumonia	3
"17872"	GADD34	MESH:D001991	coronavirus infectious bronchitis virus infection	3
"17872"	GADD34	MESH:D003550	cystic fibrosis	3
"17874"	MyD88	MESH:C000657245;0.009875548973805534	SARS-CoV	3
"17874"	MyD88	MESH:D011014;0.008114642159513154	pneumonia	3
"17874"	MyD88	MESH:D018352;0.04251510150121868	respiratory syndrome coronavirus (SARS CoV)	3
"17874"	MyD88	MESH:D045169;0.005401348498561226	SARS infection	3
"17951"	Naip5	MESH:D011014	pneumonia	3
"17975"	NCL	MESH:D005355	fibrosis	3
"1803"	DPP4	MESH:C000657245	COVID-19	3
"1803"	hDPP4	MESH:C000657245	Middle East respiratory syndrome coronavirus (MERS-CoV)-infected	3
"1803"	DPP4	MESH:C000657245;-4.2921473068122194E-4	SARS-CoV	3
"1803"	DPP4	MESH:C000657245;0.006868346502828019	SARS-CoV	3
"1803"	DPP4	MESH:C000657245;0.013154953679509175	SARS-CoV	3
"1803"	DPP4	MESH:C000657245;0.016645926172271334	SARS-CoV-infected	3
"1803"	DPP4	MESH:C000657245;0.019768782186767274	SARS-CoV, MERS-CoV	3
"1803"	DPP4	MESH:C000657245;0.021842867388930813	SARS-CoV and MERS-CoV	3
"1803"	DPP4	MESH:C000657245;0.02238822782731935	SARS-CoV-infected	3
"1803"	DPP4	MESH:C000657245;0.026641635929284105	SARS-CoV, MERS-CoV and HCoV-229E	3
"1803"	DPP4	MESH:C000657245;0.02825823573529318	SARS-CoV, MERS-CoV, HCoV-NL63, HCoV-229E	3
"1803"	DPP4	MESH:C000657245;0.030501207593715503	SARS-CoV, MERS-CoV, HCoV-229E	3
"1803"	DPP4	MESH:C000657245;0.043671631610398484	SARS-CoV and MERS-CoV	3
"1803"	DPP4	MESH:C000657245;0.04728070874200713	SARS-CoV and MERS-CoV	3
"1803"	DPP4	MESH:C000657245;2.3584201606079245E-4	SARS-CoV S1-Fc	3
"1803"	hCD26	MESH:D005334	fever	3
"1803"	DPP4	MESH:D006327;0.025919433634204396	block SARS-CoV	3
"1803"	DPP4	MESH:D011014	acute pneumonia	3
"1803"	DPP4	MESH:D011014;0.004573037274532036	pneumonia	3
"1803"	DPP4	MESH:D011658	pulmonary fibrosis	3
"1803"	DPP4	MESH:D015047	zoonotic coronaviruses will infect	3
"1803"	CD26	MESH:D018352	respiratory syndrome coronavirus infection	3
"1803"	DPP-4	MESH:D018352	HIV and the Middle Eastern respiratory syndrome coronavirus	3
"1803"	DPP4	MESH:D018352	coronavirus infections	3
"1803"	DPP4	MESH:D018352	respiratory coronavirus infection	3
"1803"	dipeptidyl peptidase 4	MESH:D018352	middle east respiratory syndrome-coronavirus	3
"1803"	DPP4	MESH:D018352;-6.618985607880871E-4	coronavirus	3
"1803"	DPP4	MESH:D018352;0.026126127647741915	Middle East Respiratory Syndrome Coronavirus	3
"1803"	DPP4	MESH:D018352;0.04984376527134057	MERS-CoV, Middle East respiratory syndrome coronavirus	3
"1803"	DPP4	MESH:D031261;0.0163121441681737	SARS-CoV spike	3
"1803"	CD26	MESH:D045169;-0.0018185282694897172	SARS-RBD proteins	3
"1803"	hCD26/HKU4-RBD	MESH:D045169;-0.023805703590735465	SARS-RBD	3
"1803"	CD26	MESH:D045169;0.004915079974587891	SARS-RBD proteins	3
"18033"	NFkappaB	MESH:D004403	diarrheal disease	3
"18033"	NF-kappaB	MESH:D005355	fibrosis	3
"18033"	NF-kappaB	MESH:D005355;0.0016404796836187556	fibrosis	3
"18033"	NF-kappaB	MESH:D018352	coronavirus disease	3
"18033"	NF-kappaB	MESH:D045169	acute respiratory syndrome (SARS)-coronavirus infection	3
"1806"	DPYD	MESH:D011658	lung disease via pulmonary fibrosis	3
"18126"	iNOS	MESH:D003715	dengue fever	3
"18126"	iNOS	MESH:D011014	decreased pneumonia	3
"18160"	Npr1	MESH:D005355	fibrosis	3
"1822"	NOD	MESH:D003715	Dengue fever	3
"1823"	DSC 1	MESH:D003967;-0.010798980078548438	Diarrhea	3
"183"	ANGII	MESH:D005355	fibrosis	3
"183"	ANGII	MESH:D005355	lung fibrosis	3
"183"	Angiotensinogen	MESH:D005355	fibrosis	3
"183"	Ang II	MESH:D005355;0.013863961125130915	cardiac fibrosis	3
"183"	angiotensin II	MESH:D008103;0.014949301320213281	liver fibrosis	3
"183"	Angiotensin II	MESH:D011014	pneumonia	3
"183"	Ang II	MESH:D011658;0.01625564433062458	pulmonary fibrosis	3
"183"	Ang II	MESH:D011658;0.018631801870633357	pulmonary fibrosis	3
"183"	ANGII	MESH:D018496	hyperoxia-induced lung fibrosis	3
"183"	angiotensin II	MESH:D045169	acute respiratory syndrome coronavirus (SARS CoV) infection	3
"183"	ANGII	MESH:D054990	idiopathic pulmonary fibrosis	3
"18390"	or	MESH:D018410	bacterial pneumonia	3
"18413"	Oncostatin M	MESH:D005355	fibrosis	3
"1843"	dual-specificity phosphatase 1	MESH:D001991	coronavirus infectious bronchitis virus	3
"18439"	P2X7r	MESH:D011014	pneumonia	3
"185"	angiotensin type 1 receptor	MESH:D005355	fibrosis	3
"185"	AT1	MESH:D008103	hepatic fibrosis	3
"185"	AT1aR	MESH:D045169;0.017188966486203203	SARS	3
"1856"	Dvl2	MESH:C000657245;-0.0059631828015346494	SARS-CoV	3
"1856"	Dvl2	MESH:C000657245;0.001408379040326562	SARS-CoV	3
"1856"	Dvl2	MESH:C000657245;0.005742397792718733	SARS-CoV	3
"1856"	Dvl2	MESH:C000657245;0.014994403037053806	SARS-CoV nsp16 ubiquitination	3
"1856"	Dvl2	MESH:C000657245;0.017427489754139422	SARS-CoV nsp16 ubiquitination	3
"1856"	Dvl2	MESH:C000657245;0.019478642839477946	K48-linked ubiquitination of SARS-CoV	3
"1856"	Dvl2	MESH:D006623;0.05014360321561627	VHL potentiates the ubiquitination of SARS-CoV	3
"1856"	Dvl2	MESH:D045169;-3.752921480509458E-4	SARS	3
"186"	AT2	MESH:D005355	lung fibrosis	3
"18787"	Serpine1	MESH:D018352	coronavirus infection	3
"18787"	Serpine1	MESH:D045169	SARS-CoV infection overwhelms	3
"18810"	PCN	MESH:D011014;-0.0031248926604572035	pneumonia	3
"18810"	PCN	MESH:D011014;-0.003143836231215346	pneumonia	3
"19"	ABCA1	MESH:D003967	diarrhea	3
"1901"	S1P1	MESH:D005355	lung fibrosis	3
"19016"	PPARgamma	MESH:D005355;0.0017089185294130328	renal fibrosis	3
"19016"	PPARgamma	MESH:D005355;0.009850587939227457	kidney fibrosis	3
"19016"	PPARgamma	MESH:D005355;0.017712072924029307	skin fibrosis	3
"1906"	endothelin-1	MESH:D005355	fibrosis	3
"19090"	SCID	MESH:D003715	Dengue fever	3
"19090"	SCID	MESH:D045169	SARS-CoV infection	3
"19106"	eIF2alpha	MESH:C000657245;0.03129820499333427	SARS-CoV Huh7  CHOP	3
"19106"	PKR	MESH:D018352	Gliatropic coronavirus infection	3
"19106"	PKR	MESH:D045169	acute respiratory syndrome (SARS)-coronavirus infection	3
"19106"	PKR	MESH:D045169;0.006152394812388634	SARS	3
"19211"	PTEN	MESH:D005355	lung fibrosis	3
"19215"	PGD2	MESH:D005334	fever	3
"192236"	HPS	MESH:D005334	fever	3
"19224"	COX-1	MESH:D005334	fever	3
"19225"	COX-2	MESH:D005334;-0.02482029635486887	fever	3
"19264"	CD45	MESH:D007251	influenza pneumonia	3
"19288"	PTX3	MESH:D045169	SARS infection	3
"193034"	TRPV1	MESH:D011023	Staphylococcus aureus pneumonia	3
"193034"	TRPV1	MESH:D018410	bacterial pneumonia	3
"1934"	beta3	MESH:D006480	hemorrhagic fever	3
