?pmc_id0	?text0	?pmc_id1	?text1	?count
-	chloroquine base	MESH:C000657245	COVID-19	6
-	chloroquine-proguanil	MESH:C000657245	COVID-19	6
-	desethychloroquine	MESH:C000657245	COVID-19	6
-	dihydro-purinedione	MESH:C000657245	COVID-19	6
-	guanine nucleic acid	MESH:C000657245	COVID-19	6
-	hydroxymethozoline	MESH:C000657245	COVID-19	6
-	lenzilumab	MESH:C000657245	COVID-19	6
-	low-molecular-weight	MESH:C000657245	COVID-19	6
-	nucleoside triphosphate	MESH:C000657245	COVID-19	6
-	opine	MESH:C000657245	COVID-19	6
-	phosphate-buffered saline	MESH:C000657245	COVID-19	6
-	plantaricin	MESH:C000657245	COVID-19	6
-	proguanil chlorhydrate	MESH:C000657245	COVID-19	6
-	requiredoxygen	MESH:C000657245	COVID-19	6
-	sEHIs	MESH:C000657245	COVID-19	6
-	tPA	MESH:C000657245	COVID-19	6
-	Cu2+	MESH:D001991	bronchitis virus	6
-	"25(OH)D"	MESH:D003967	diarrhea	6
-	SHL	MESH:D003967	diarrhea	6
-	tocilzumab	MESH:D003967	diarrhea	6
-	Alarcon	MESH:D005334	fever	6
-	H2O	MESH:D005334	Fever	6
-	H2O	MESH:D005334	fever	6
-	JHQGG	MESH:D005334	fever	6
-	DCD	MESH:D009223	DM Fever	6
-	LU	MESH:D011014	pneumonia	6
-	PaCO2	MESH:D011014	pneumonia	6
-	RPP	MESH:D011014	pneumonia	6
-	SDGs	MESH:D011014	pneumonia	6
-	SHL	MESH:D011014	pneumonia	6
-	lactate5	MESH:D011014	pneumonia	6
-	reducedurine	MESH:D011014	pneumonia	6
-	GSH	MESH:D054990	idiopathic pulmonary fibrosis	6
MESH:C000592401	sarilumab	MESH:C000657245	covid-19	6
MESH:C000592794	Setrobuvir	MESH:C000657245	COVID-19	6
MESH:C000606551	Remdesivir	MESH:C000657245	COVID-19 Pulmonary Infection	6
MESH:C000606551	Remdesivir	MESH:C000657245	CoVID-19	6
MESH:C000606551	Remdesivir	MESH:C000657245	Norwegian Coronavirus Disease 2019	6
MESH:C000606551	Remdesivir	MESH:C000657245	Norwegian Coronavirus Disease 2019 StudyDrug	6
MESH:C000606551	Remdesivir	MESH:C000657245	Novel Coronavirus InfectionDrug	6
MESH:C000606551	Remdesivir	MESH:C000657245	SARS CoV-2 Infection	6
MESH:C000606551	Remdesivir	MESH:C000657245	SARS-CoV-2 Infection	6
MESH:C000606551	remdesivir	MESH:C000657245	Novel Coronavirus Pneumonia	6
MESH:C000606551	remdesivir	MESH:C000657245	novel coronavirus infections	6
MESH:C000606551	remdesivir	MESH:D008172	fungal pneumonia	6
MESH:C000606551	remdesivir	MESH:D009223	DM Fever	6
MESH:C000606551	Remdesivir	MESH:D011658	Pulmonary Fibrosis	6
MESH:C000606551	Remdesivir	MESH:D018352	Coronavirus Infection Pneumonia	6
MESH:C000606551	Remdesivir	MESH:D045169	SARS	6
MESH:C000606551	Remdesivir	MESH:D045169	Severe Coronavirus Disease	6
MESH:C000606551	Remdesivir	MESH:D045169	Severe Pneumonia	6
MESH:C000620396	Bictegravir	MESH:C000657245	COVID-19	6
MESH:C006634	arteannuin B	MESH:C000657245	SARS-CoV-2 infection	6
MESH:C023676	chloroquine phosphate	MESH:C000657245	COVID-19 pneumonia	6
MESH:C023676	CQ	MESH:D011014	pneumonia	6
MESH:C024353	RTX	MESH:C000657245	COVID-19	6
MESH:C024865	PVDF	MESH:C000657245	COVID-19	6
MESH:C038044	baicalin	MESH:C000657245	COVID-19	6
MESH:C040048	caffeic acid	MESH:C000657245	COVID-19	6
MESH:C046243	tryptanthrin	MESH:C000657245	COVID-19	6
MESH:C053539	Penciclovir	MESH:C000657245	COVID-19	6
MESH:C058076	MDL-28170	MESH:C000657245	SARS-CoV-2 infection	6
MESH:C060154	ADE	MESH:C000657245	COVID-19	6
MESH:C068623	Carnosol	MESH:C000657245	COVID-19	6
MESH:C074191	Prulifloxacin	MESH:C000657245	COVID-19	6
MESH:C086979	arbidol	MESH:D018352	coronavirus pneumonia	6
MESH:C093875	Singulair	MESH:C000657245	COVID-19	6
MESH:C101584	Cisatracurium	MESH:C000657245	COVID-19	6
MESH:C101584	cisatracurium	MESH:C000657245	COVID-19	6
MESH:C108974	polyphosphazene	MESH:C000657245	COVID-19	6
MESH:C113528	DTQ	MESH:D005334	fever	6
MESH:C120481	Ciclesonide	MESH:C000657245	COVID-19	6
MESH:C408982	CpG oligodeoxynucleotides	MESH:C000657245	COVID-19	6
MESH:C411319	kurarinone	MESH:D011014	pneumonia	6
MESH:C434107	Mepolizumab	MESH:C000657245	COVID-19	6
MESH:C446481	aliskiren	MESH:C000657245	SARS-CoV-2 infection	6
MESH:C462182	favipiravir	MESH:D003967	diarrhea	6
MESH:C465581	Rosmanol	MESH:C000657245	COVID-19	6
MESH:C479163	Tofacitinib	MESH:C000657245	COVID-19	6
MESH:C479759	Arjunglucoside-I	MESH:C000657245	COVID-19	6
MESH:C480180	(1,3)-beta-d-glucan	MESH:C000657245	COVID-19	6
MESH:C481642	Eculizumab	MESH:C000657245	COVID-19	6
MESH:C502936	Actemra	MESH:C000657245	COVID-19	6
MESH:C502936	Tocilizumab	MESH:C000657245	Novel Coronavirus Pneumonia	6
MESH:C502936	Tocilizumab	MESH:C000657245	coronavirus disease 2019	6
MESH:C502936	atlizumab	MESH:C000657245	COVID-19	6
MESH:C502936	tocilizumab	MESH:C000657245	Covid-19 pneumonia	6
MESH:C502936	tocilizumab	MESH:C000657245	Novel coronavirus disease	6
MESH:C502936	tocilizumab	MESH:C000657245	SARS-CoV infection	6
MESH:C502936	Tocilizumab	MESH:D005334	Fever	6
MESH:C502936	tocilizumab	MESH:D005334	fevers	6
MESH:C540383	ruxolitinib	MESH:C000657245	COVID-19 Inflammation	6
MESH:C558899	LPV/RTV	MESH:C000657245	SARS-CoV-2 infections	6
MESH:C558899	Lopinavir/Ritonavir	MESH:C000657245	"2019-nCoV PneumoniaDrug"	6
MESH:C558899	Lopinavir/Ritonavir	MESH:C000657245	COVID-19 Infected Pneumonia	6
MESH:C558899	Lopinavir/Ritonavir	MESH:C000657245	Novel Coronavirus Infection	6
MESH:C558899	Lopinavir/Ritonavir	MESH:C000657245	Novel CoronavirusCritically Ill	6
MESH:C558899	Lopinavir/ritonavir	MESH:C000657245	"2019-nCoV Infected Pneumonia"	6
MESH:C558899	lopinavir/ritonavir	MESH:C000657245	"2019-nCoV Infected Pneumonia"	6
MESH:C558899	lopinavir/ritonavir	MESH:C000657245	Novel Coronavirus Infection	6
MESH:C558899	lopinavir/ritonavir	MESH:C000657245	SARS-CoV-2 infections	6
MESH:C558899	lopinavir/ritonavir	MESH:C000657245	coronavirus disease 19	6
MESH:C558899	Lopinavir/ritonavir	MESH:D005334	A HTN Fever	6
MESH:C558899	Lopinavir/Ritonavir	MESH:D009223	DM Fever	6
MESH:C558899	lopinavir/ritonavir	MESH:D016920	bacterial pneumonia	6
MESH:C558899	Lopinavir/Ritonavir	MESH:D018352	Coronavirus Infected Pneumonia	6
MESH:C558899	lopinavir/ritonavir	MESH:D018352	Coronavirus Disease	6
MESH:D000068180	aripiprazole	MESH:D005334	fever	6
MESH:D000068338	RAD001	MESH:C000657245	COVID-19	6
MESH:D000068876	fingolimod	MESH:D005334	fever	6
MESH:D000068879	adalimumab	MESH:D005334	fever	6
MESH:D000069285	IFX	MESH:C000657245	COVID-19	6
MESH:D000069348	quetiapine	MESH:D005334	fever	6
MESH:D000069454	DRV	MESH:C000657245	COVID-19	6
MESH:D000069476	Linagliptin	MESH:C000657245	COVID-19	6
MESH:D000069547	cobicistat	MESH:D005334	Fever	6
MESH:D000077144	clopidogrel	MESH:C000657245	Covid-19	6
MESH:D000077152	olanzapine	MESH:D005334	fever	6
MESH:D000077332	artesunate	MESH:C000657245	COVID-19	6
MESH:D000077341	Lapatinib	MESH:C000657245	COVID-19	6
MESH:D000077466	tirofiban	MESH:C000657245	Covid-19	6
MESH:D000077550	ivabradine	MESH:C000657245	COVID-19	6
MESH:D000077592	maraviroc	MESH:C000657245	COVID-19	6
MESH:D000077597	vildagliptin	MESH:C000657245	COVID-19	6
MESH:D000077731	Meropenem	MESH:D005334	Fever	6
MESH:D000077784	Axitinib	MESH:C000657245	COVID-19	6
MESH:D000078102	lumefantrine	MESH:C000657245	SARS-CoV-2 infection	6
MESH:D000078222	tinzaparin	MESH:C000657245	COVID-19	6
MESH:D000082	Acetaminophen	MESH:C000657245	COVID-19	6
MESH:D000082	acetaminophen	MESH:D005334	Fever	6
MESH:D000096	acetone	MESH:C000657245	COVID-19	6
MESH:D000227	adenine nucleotide	MESH:C000657245	COVID-19	6
MESH:D000249	AMP	MESH:C000657245	COVID-19	6
MESH:D000255	adenosine triphosphate	MESH:C000657245	COVID-19	6
MESH:D000450	aldosterone	MESH:D045169	SARS	6
MESH:D000547	amantadine	MESH:C000657245	COVID-19	6
MESH:D000584	amiloride	MESH:C000657245	COVID-19	6
MESH:D000601	essential amino acid	MESH:C000657245	COVID-19	6
MESH:D000634	Aminoquinolines	MESH:C000657245	coronavirus disease 2019	6
MESH:D000666	amphotericin	MESH:C000657245	COVID-19	6
MESH:D001120	Arg	MESH:C000657245	Covid-19	6
MESH:D001205	vitamin C	MESH:D005334	fevers	6
MESH:D001205	vitamin C	MESH:D005355	fibrosis	6
MESH:D001241	Aspirin	MESH:C000657245	COVID-19	6
MESH:D001241	acetylsalicylic acid	MESH:C000657245	Covid-19	6
MESH:D001241	aspirin	MESH:C000657245	Covid-19	6
MESH:D001379	azathioprine	MESH:C000657245	covid-19	6
MESH:D001569	Benzodiazepines	MESH:C000657245	COVID-19	6
MESH:D001647	bile acid	MESH:C000657245	SARS-CoV-2-infected	6
MESH:D001663	TBL	MESH:C000657245	SARS-CoV-2 infection	6
MESH:D001761	Bleomycin	MESH:C000657245	COVID-19	6
MESH:D001786	blood sugar	MESH:C000657245	COVID-19	6
MESH:D002110	caffeine	MESH:D005334	fever	6
MESH:D002216	captopril	MESH:C000657245	COVID-19	6
MESH:D002220	Carbamazepine	MESH:C000657245	COVID-19	6
MESH:D002248	Carbon monoxide	MESH:C000657245	COVID-19	6
MESH:D002586	CS	MESH:C000657245	COVID-19	6
MESH:D002586	Cs	MESH:C000657245	COVID-19	6
MESH:D002699	chlorambucil	MESH:D005334	fever	6
MESH:D002712	chloride	MESH:C000657245	COVID-19	6
MESH:D002738	CQ	MESH:C000657245	Covid-19	6
MESH:D002738	CQ	MESH:C000657245	SARS-CoV-2 infected	6
MESH:D002738	Chloroquine	MESH:C000657245	"2019-nCoV Infected Pneumonia"	6
MESH:D002738	Chloroquine	MESH:C000657245	SARS-CoV-2 Infection	6
MESH:D002738	chloroquine	MESH:C000657245	SARS-CoV-2 infections	6
MESH:D002738	CQ	MESH:D011014	deterioration of pneumonia	6
MESH:D002784	cholesterol	MESH:C000657245	SARS-CoV-2-HR1P	6
MESH:D003078	colchicine	MESH:D010505	Familial Mediterranean Fever	6
MESH:D003300	copper	MESH:C000657245	coronavirus disease 2019	6
MESH:D003404	Cr	MESH:D005334	A HTN Fever	6
MESH:D003474	Curcumin	MESH:C000657245	COVID-19	6
MESH:D003474	curcumin	MESH:D045169	SARS	6
MESH:D003545	l-cysteine	MESH:C000657245	COVID-19	6
MESH:D003622	Dapsone	MESH:C000657245	COVID-19	6
MESH:D004091	hydromorphone	MESH:C000657245	COVID-19	6
MESH:D004110	diltiazem	MESH:C000657245	COVID-19	6
MESH:D004121	DMSO	MESH:D011014	pneumonia	6
MESH:D004492	EDTA	MESH:C000657245	COVID-19	6
MESH:D004640	Emetine	MESH:C000657245	COVID-19	6
MESH:D004801	eosin	MESH:C000657245	coronavirus disease 2019	6
MESH:D004958	e2	MESH:C000657245	COVID-19	6
MESH:D005027	ethylene oxide	MESH:C000657245	COVID-19	6
MESH:D005665	furosemide	MESH:D005334	fever	6
MESH:D005732	ganglioside	MESH:C000657245	Covid-19	6
MESH:D005732	ganglioside	MESH:C000657245	SARS-CoV-2 infection	6
MESH:D005839	GM	MESH:C000657245	COVID-19	6
MESH:D005947	Glucose	MESH:D005334	Fever	6
MESH:D006153	GDP	MESH:C000657245	Covid-19	6
MESH:D006427	hemin	MESH:C000657245	COVID-19	6
MESH:D006493	Heparin	MESH:C000657245	SARS-CoV-2 infection	6
MESH:D006493	Heparins	MESH:C000657245	COVID-19	6
MESH:D006495	low molecular weight heparin	MESH:C000657245	COVID-19 pneumonia	6
MESH:D006495	low molecular weight heparin	MESH:C000657245	covid-19	6
MESH:D006820	hyaluronan	MESH:C000657245	COVID-19	6
MESH:D006886	HCQ	MESH:C000657245	SARS-CoV-2-infected	6
MESH:D006886	HCQ+	MESH:C000657245	COVID-19	6
MESH:D006886	Hydroxychloroquine	MESH:C000657245	SARS-CoV-2 Infection	6
MESH:D006886	hydroxychloroquine	MESH:C000657245	SARS CoV-2 infection	6
MESH:D006886	hydroxychloroquine	MESH:C000657245	coronavirus diseases 2019	6
MESH:D006886	hydroxychloroquine	MESH:D009223	DM Fever	6
MESH:D006886	Hydroxychloroquine	MESH:D011020	Pneumocystis pneumonia	6
MESH:D006886	hydroxychloroquine	MESH:D016920	bacterial pneumonia	6
MESH:D006886	HCQ	MESH:D018352	Coronavirus Disease	6
MESH:D006918	hydroxyurea	MESH:D005334	fever	6
MESH:D006923	Hymecromone	MESH:C000657245	COVID-19	6
MESH:D007052	ibuprofen	MESH:D005334	Fever	6
MESH:D007213	Indomethacin	MESH:C000657245	COVID-19	6
MESH:D007213	indomethacin	MESH:D045169	SARS	6
MESH:D007291	inosine monophosphate	MESH:C000657245	COVID-19	6
MESH:D007501	iron	MESH:D011014	pneumonia	6
MESH:D008094	Lithium	MESH:C000657245	COVID-19	6
MESH:D008094	lithium	MESH:C000657245	SARS-CoV-2 infection	6
MESH:D008274	Mg	MESH:C000657245	COVID-19	6
MESH:D008621	meptazinol	MESH:C000657245	COVID-19	6
MESH:D008698	mesylate	MESH:C000657245	COVID-19	6
MESH:D008727	MTX	MESH:C000657245	covid-19	6
MESH:D008727	methotrexate	MESH:C000657245	COVID-19 pneumonia	6
MESH:D008729	methoxamine	MESH:C000657245	COVID-19	6
MESH:D008775	Methylprednisolone	MESH:C000657245	SARS-CoV-2 infection	6
MESH:D008775	methylprednisolone	MESH:C000657245	covid-19	6
MESH:D008775	Methylprednisolone	MESH:D005334	fever	6
MESH:D008775	methylprednisolone	MESH:D005355	fibrosis	6
MESH:D008775	methyl prednisolone	MESH:D011014	pneumonia	6
MESH:D009020	morphine	MESH:D011014	pneumonia	6
MESH:D009151	SM	MESH:C000657245	COVID-19	6
MESH:D009173	MMF	MESH:D003967	diarrhea	6
MESH:D009534	NIC	MESH:C000657245	COVID-19	6
MESH:D009538	nicotine	MESH:D011014	pneumonia	6
MESH:D009566	nitrates	MESH:C000657245	COVID-19	6
MESH:D009638	noradrenaline	MESH:C000657245	COVID-19	6
MESH:D009638	norepinephrine	MESH:D005334	fever	6
MESH:D009841	oligonucleotide	MESH:C000657245	COVID-19	6
MESH:D010100	oxygen	MESH:C000657245	SARS-CoV-2 infected	6
MESH:D010100	oxygen	MESH:C000657245	SARS-CoV-2 infections	6
MESH:D010100	oxygen	MESH:D001991	bronchitis and Pneumonia	6
MESH:D010100	oxygen	MESH:D005334	high fever	6
MESH:D010100	oxygen	MESH:D011014	diplococcus pneumonia	6
MESH:D010100	oxygen	MESH:D011014	endpoint-pneumonia	6
MESH:D010100	oxygen	MESH:D011014	lung of pneumonia	6
MESH:D010100	oxygen	MESH:D011015	aspiration pneumonia	6
MESH:D010100	oxygen	MESH:D017254	infiltration  Pneumonia	6
MESH:D010672	Phenytoin	MESH:C000657245	COVID-19	6
MESH:D011108	polymer	MESH:C000657245	COVID-19	6
MESH:D011136	Tween	MESH:C000657245	COVID-19	6
MESH:D011143	polyvinyl chloride	MESH:C000657245	COVID-19	6
MESH:D011374	progesterone	MESH:C000657245	COVID-19	6
MESH:D011399	PM	MESH:C000657245	COVID-19	6
MESH:D011453	prostaglandin	MESH:C000657245	COVID-19	6
MESH:D011718	pyrazinecarboxamide	MESH:C000657245	COVID-19	6
MESH:D012254	ribavirin	MESH:C000657245	covid-19	6
MESH:D012254	ribavirin	MESH:D018352	Coronavirus Pneumonia	6
MESH:D012460	sulphasalazine	MESH:C000657245	COVID-19	6
MESH:D012694	SER	MESH:C000657245	COVID-19	6
MESH:D012701	"5-HT"	MESH:C000657245	COVID-19	6
MESH:D012825	silicon	MESH:C000657245	COVID-19	6
MESH:D012964	Sodium	MESH:C000657245	COVID-19	6
MESH:D012964	sodium	MESH:D003967	diarrhea	6
MESH:D013185	squalene	MESH:C000657245	COVID-19	6
MESH:D013256	Steroids	MESH:D003967	diarrhea	6
MESH:D013458	sulfur dioxide	MESH:C000657245	COVID-19	6
MESH:D013481	superoxide radical	MESH:C000657245	COVID-19	6
MESH:D013629	tamoxifen	MESH:C000657245	COVID-19	6
MESH:D013654	taurine	MESH:C000657245	COVID-19	6
MESH:D013754	tetracyclines	MESH:D011014	pneumonia	6
MESH:D014280	triglycerides	MESH:D005334	fever	6
MESH:D014508	urea	MESH:D003967	Diarrhea	6
MESH:D014544	Uridine triphosphate	MESH:C000657245	COVID-19	6
MESH:D014640	Vancomycin	MESH:C000657245	COVID-19	6
MESH:D014807	Vitamin D	MESH:C000657245	SARS-CoV-2 infection	6
MESH:D014807	vitamin D	MESH:C000657245	novel coronavirus disease	6
MESH:D014807	vitamin D	MESH:D003967	diarrhea	6
MESH:D014867	water	MESH:C000657245	coronavirus disease 2019	6
MESH:D015032	Zn	MESH:D003967	diarrhea	6
MESH:D015118	eicosapentaenoic acid	MESH:C000657245	COVID-19	6
MESH:D015232	prostaglandin E2	MESH:C000657245	COVID-19	6
MESH:D015525	omega-3 fatty acids	MESH:C000657245	COVID-19	6
MESH:D015774	Ganciclovir	MESH:C000657245	COVID-19	6
MESH:D015774	ganciclovir	MESH:D011014	pneumonia	6
MESH:D016190	carboplatin	MESH:D005334	fever	6
MESH:D016190	carboplatin	MESH:D011014	pneumonia	6
MESH:D016572	CSA	MESH:C000657245	COVID-19	6
MESH:D017239	paclitaxel	MESH:D005334	fever	6
MESH:D017963	azithromycin	MESH:C000657245	SARS-CoV pneumonia	6
MESH:D017963	AZ	MESH:D011014	pneumonia	6
MESH:D017963	azithromycin	MESH:D011658	pulmonary fibrosis	6
MESH:D018942	macrolide	MESH:C000657245	COVID-19 pneumonia	6
MESH:D018967	risperidone	MESH:D005334	fever	6
MESH:D019158	SA	MESH:C000657245	coronavirus disease 2019	6
MESH:D019438	ritonavir	MESH:D005334	Fever	6
MESH:D019438	Ritonavir	MESH:D011014	pneumonia	6
MESH:D019787	linoleic acid	MESH:C000657245	COVID-19	6
MESH:D019804	"5-aminosalicylic acids"	MESH:C000657245	COVID-19	6
MESH:D019804	mesalamine	MESH:C000657245	COVID-19	6
MESH:D019888	nelfinavir mesylate	MESH:C000657245	COVID-19	6
MESH:D019980	amoxicillin/clavulanate	MESH:C000657245	COVID-19	6
MESH:D019980	augmentin	MESH:C000657245	COVID-19	6
MESH:D020123	sirolimus	MESH:C000657245	SARS-CoV-2 infection	6
MESH:D020888	vigabatrin	MESH:C000657245	COVID-19	6
MESH:D020910	ketorolac	MESH:C000657245	COVID-19	6
MESH:D024841	fluoroquinolones	MESH:C000657245	COVID-19	6
MESH:D044947	flavonolignan	MESH:C000657245	COVID-19	6
MESH:D047090	beta-lactam	MESH:C000657245	COVID-19	6
MESH:D053139	Oseltamivir	MESH:C000657245	"2019-nCoV Pneumonia"	6
MESH:D053139	Oseltamivir	MESH:C000657245	COVID-19 Pneumonia	6
MESH:D053139	Tamiflu	MESH:C000657245	COVID-19	6
MESH:D053139	oseltamivir	MESH:C000657245	Covid-19	6
MESH:D053139	oseltamivir	MESH:D005334	Fever	6
MESH:D053243	Zanamivir	MESH:C000657245	COVID-19	6
MESH:D061466	Lopinavir	MESH:C000657245	SARS-CoV-2 infection	6
MESH:D061466	lopinavir	MESH:C000657245	COVID-19 pneumonia	6
MESH:D061466	LPV	MESH:D011014	pneumonia	6
-	"25(OH)-D"	MESH:C000657245	COVID-19	5
-	"5,7,3',4'-tetrahydroxy-2'-(3,3-dimethylallyl) isoflavone"	MESH:C000657245	COVID-19	5
-	"97HCQ"	MESH:C000657245	COVID-19	5
-	ACEis	MESH:C000657245	COVID-19	5
-	ASCT Lenalidomide	MESH:C000657245	COVID-19	5
-	Abidor	MESH:C000657245	COVID-19	5
-	Ang II receptor 1 (blocker) inhibitors	MESH:C000657245	COVID-19	5
-	Asp187	MESH:C000657245	COVID-19	5
-	CCP	MESH:C000657245	COVID-19	5
-	CM4620	MESH:C000657245	COVID-19	5
-	CPA	MESH:C000657245	COVID-19	5
-	CR3022	MESH:C000657245	SARS-CoV infection	5
-	CR3022	MESH:C000657245	SARS-CoV-2 infections	5
-	CYS145	MESH:C000657245	COVID-19	5
-	Ceux-ci	MESH:C000657245	COVID-19	5
-	Clercq	MESH:C000657245	COVID-19	5
-	DAA	MESH:C000657245	COVID-19	5
-	DOAC	MESH:C000657245	COVID-19	5
-	DORSCON orange	MESH:C000657245	COVID-19	5
-	DPP4i	MESH:C000657245	COVID-19	5
-	Dexamethason	MESH:C000657245	COVID-19	5
-	EL	MESH:C000657245	COVID-19	5
-	EMA	MESH:C000657245	COVID-19	5
-	Etco2	MESH:C000657245	COVID-19	5
-	FC	MESH:C000657245	COVID-19	5
-	FK50616	MESH:C000657245	COVID-19	5
-	FiO2	MESH:C000657245	Covid-19	5
-	GBS	MESH:C000657245	COVID-19	5
-	GGO	MESH:C000657245	COVID-19 pneumonia	5
-	GSEA	MESH:C000657245	SARS-CoV-2 infection	5
-	GSH	MESH:C000657245	SARS-CoV-infected	5
-	Ga-PSMA	MESH:C000657245	COVID-19	5
-	Gln192	MESH:C000657245	COVID-19	5
-	Golestan	MESH:C000657245	COVID-19	5
-	HIS41	MESH:C000657245	COVID-19	5
-	Haematol	MESH:C000657245	COVID-19	5
-	His164	MESH:C000657245	COVID-19	5
-	IMiD	MESH:C000657245	COVID-19	5
-	IP4	MESH:C000657245	COVID-19	5
-	JAMA Ophthalmol	MESH:C000657245	COVID-19	5
-	JAMA Ophthalmol	MESH:C000657245	coronavirus disease 2019	5
-	KTP	MESH:C000657245	COVID-19	5
-	Leu167	MESH:C000657245	COVID-19	5
-	NQ	MESH:C000657245	COVID-19	5
-	NT-pro-BNP	MESH:C000657245	COVID-19	5
-	Nataf	MESH:C000657245	COVID-19	5
-	O-glycans	MESH:C000657245	COVID-19	5
-	O-linked glycans	MESH:C000657245	COVID-19	5
-	PPS	MESH:C000657245	COVID-19 pneumonia	5
-	Plantaricin D	MESH:C000657245	COVID-19	5
-	Pro168	MESH:C000657245	COVID-19	5
-	RPA	MESH:C000657245	COVID-19	5
-	SCG	MESH:C000657245	COVID-19	5
-	SD	MESH:C000657245	COVID-19	5
-	SDQ	MESH:C000657245	COVID-19	5
-	SER	MESH:C000657245	COVID-19	5
-	T-750	MESH:C000657245	SARS-CoV-2 infection	5
-	TME	MESH:C000657245	COVID-19	5
-	Thiopurine	MESH:C000657245	covid-19	5
-	Thiopurines	MESH:C000657245	COVID-19	5
-	V-EDA	MESH:C000657245	COVID-19	5
-	Xiyanping	MESH:C000657245	Novel Coronavirus Pneumonia	5
-	abidol	MESH:C000657245	SARS-CoV-2 infection	5
-	alpha-interferon aerosol	MESH:C000657245	COVID-19	5
-	angiotensin converting enzyme 1 inhibitors	MESH:C000657245	COVID-19	5
-	angiotensin peptides	MESH:C000657245	COVID-19	5
-	aspamides	MESH:C000657245	COVID-19	5
-	besonderen Vorgaben	MESH:C000657245	COVID-19	5
-	corticosteroids25	MESH:C000657245	COVID-19	5
-	guselcumab	MESH:C000657245	COVID-19	5
-	hydroxycholoroquine	MESH:C000657245	COVID-19	5
-	lopinavir/rotinavir	MESH:C000657245	COVID-19	5
-	pegylated interferon	MESH:C000657245	COVID-19	5
-	rapalogs	MESH:C000657245	COVID-19	5
-	ringtones	MESH:C000657245	COVID-19	5
-	theHCQ	MESH:C000657245	COVID-19	5
-	uwmedicine	MESH:C000657245	COVID-19	5
-	H2O	MESH:D003967	Diarrhea	5
-	LPV-r	MESH:D003967	diarrhea	5
-	DCD	MESH:D005334	CAD Fever	5
-	LCTE	MESH:D005334	fever	5
-	LPV/RTV	MESH:D005334	Fever	5
-	UMAP	MESH:D005334	fever	5
-	hydroxycholoroquine	MESH:D005334	fever	5
-	Daegu	MESH:D011014	pneumonia	5
-	Treg	MESH:D011014	pneumonia	5
-	thiopurines	MESH:D011014	pneumonia	5
-	FiO2	MESH:D011015	aspiration pneumonia	5
-	LPV/r	MESH:D016920	bacterial pneumonia	5
-	ARBs	MESH:D018352	coronavirus infection	5
-	GSH	MESH:D018352	coronavirus infection	5
MESH:C000592401	sarilumab	MESH:C000657245	COVID-19 pneumonia	5
MESH:C000592401	Sarilumab	MESH:D011014	pneumonia	5
MESH:C000596027	Baricitinib	MESH:D055728	myelofibrosis	5
MESH:C000606551	RDV	MESH:C000657245	Novel Coronavirus Pneumonia	5
MESH:C000606551	RDV	MESH:C000657245	coronavirus disease 2019	5
MESH:C000606551	Remdesivir	MESH:C000657245	SARS-CoV infection	5
MESH:C000606551	remdesivir	MESH:C000657245	Coronavirus Disease 2019	5
MESH:C000606551	remdesivir	MESH:D003371	cough Fever	5
MESH:C000606551	remdesivir	MESH:D005334	CAD Fever	5
MESH:C000606551	remdesivir	MESH:D005334	fevers	5
MESH:C000614139	crizanlizumab	MESH:C000657245	COVID-19	5
MESH:C001599	sodium chlorite	MESH:C000657245	COVID-19	5
MESH:C006634	Arteannuin B	MESH:C000657245	COVID-19	5
MESH:C007078	citronellol	MESH:C000657245	COVID-19	5
MESH:C007836	geraniol	MESH:C000657245	COVID-19	5
MESH:C013015	hesperetin	MESH:C000657245	COVID-19	5
MESH:C023676	chloroquine phosphate	MESH:D018352	coronavirus infection	5
MESH:C031327	Artemisinin	MESH:C000657245	COVID-19	5
MESH:C032855	nafamostat mesylate	MESH:C000657245	SARS-CoV-2-infected	5
MESH:C050414	celastrol	MESH:C000657245	COVID-19	5
MESH:C056068	theaflavin	MESH:C000657245	COVID-19	5
MESH:C056068	theaflavin	MESH:C000657245	coronavirus disease 2019	5
MESH:C056507	gemcitabine	MESH:D011658	pulmonary fibrosis	5
MESH:C081643	candesartan	MESH:C000657245	COVID-19	5
MESH:C082893	nicotianamine	MESH:C000657245	COVID-19	5
MESH:C086979	Umifenovir	MESH:C000657245	coronavirus disease 2019	5
MESH:C086979	arbidol	MESH:C000657245	COVID-19-infected	5
MESH:C093875	Montelukast	MESH:C000657245	COVID-19	5
MESH:C421324	PatA	MESH:D005334	fever	5
MESH:C430916	regadenoson	MESH:C000657245	COVID-19	5
MESH:C432872	neryl acetate	MESH:C000657245	COVID-19	5
MESH:C442442	Tenofovir alafenamide	MESH:D005334	Fever	5
MESH:C462182	Favipiravir	MESH:C000657245	COVID-19 Pneumonia	5
MESH:C462182	Favipiravir	MESH:C000657245	Covid-19	5
MESH:C462182	Favipiravir	MESH:C000657245	Novel Coronavirus Pneumonia	5
MESH:C462182	favipiravir	MESH:C000657245	SARS-CoV-2019	5
MESH:C462182	favipiravir	MESH:D007022	fever reduction	5
MESH:C474490	cadmium zinc telluride	MESH:C000657245	COVID-19	5
MESH:C475159	LCV	MESH:C000657245	COVID-19	5
MESH:C475159	leucocrystal violet	MESH:C000657245	COVID-19	5
MESH:C479163	tofacitinib	MESH:C000657245	COVID-19 pneumonia	5
MESH:C479163	tofacitinib	MESH:C000657245	SARS-CoV-2 infection	5
MESH:C484876	scutellarin	MESH:C000657245	COVID-19	5
