?pmc_id0	?text_0	?pmc_id1	?text_1	?count
7113	TMPRSS2	MESH:D017334	teicoplanin	5
7113	TMPRSS2	MESH:D053139	Oseltamivir	5
7124	TNF	MESH:C006552	kaempferol	5
7124	TNF	MESH:C025473	beta-sitosterol	5
7124	TNF	MESH:C504234	siltuximab	5
7124	TNF-alpha	MESH:D000077205	pioglitazone	5
7124	TNF-alpha	MESH:D001205	ascorbic acid	5
7124	tumor necrosis factor (TNF)-alpha	MESH:D005227	fatty acids	5
7124	TNF-alpha	MESH:D005973	glutamine	5
7124	tumor necrosis factor (TNF)-alpha	MESH:D006495	Low molecular weight heparin	5
7124	tumor necrosis factor alpha	MESH:D008315	malondialdehyde	5
7124	TNF	MESH:D010126	ozone	5
7124	TNF-alpha	MESH:D012701	5-HT	5
7124	TNF	MESH:D019804	5-ASA	5
7137	cTnI	MESH:D001663	TB	5
7137	cTnI	MESH:D009584	nitrogen	5
728	C5a	MESH:C481642	Eculizumab	5
728226	GGT	MESH:C558899	Lopinavir/ritonavir	5
728441	Gamma glutaminase	MESH:D009584	nitrogen	5
728441	Gamma glutaminase	MESH:D014508	Urea	5
7291	CRS	MESH:C000592401	sarilumab	5
7297	TYK2	MESH:C000596027	baricitinib	5
7361	UGT	MESH:D009173	mycophenolate	5
7373	und	MESH:C558899	Lopinavir-Ritonavir	5
7421	vitamin D receptor	MESH:D002112	25-hydroxycholecalciferol	5
7421	vitamin D receptor	MESH:D002762	vitamin D3	5
7431	Vimentin	MESH:D003545	cysteine	5
7448	S protein	MESH:C030986	pyrimidine	5
7448	S-protein	MESH:C075528	phillyrin	5
7448	S protein	MESH:D001120	arginine	5
7448	S-protein	MESH:D002738	chloroquine	5
7448	S-protein	MESH:D008055	lipid	5
796	CGRP	MESH:D014363	Triptans	5
80199	NTD	MESH:D000073893	sugar	5
81030	Dai	MESH:D017963	azithromycin	5
836	CASP3	MESH:D011794	quercetin	5
836	CASP3	MESH:D047311	luteolin	5
8439	Fan	MESH:C558899	Lopinavir-ritonavir	5
84557	LC3	MESH:C411319	kurarinone	5
847	catalase	MESH:D008055	lipids	5
847	CAT	MESH:D010100	O2	5
847	"glutathione peroxidase, and catalase"	MESH:D013481	superoxide	5
857	Caveolin-1	MESH:D002784	cholesterol	5
8673700	M-pro	MESH:C016101	Shikonin	5
8673700	Mpro	MESH:C038192	Iopromide	5
8673700	M-pro	MESH:C047224	Sarafloxacin	5
8673700	M-pro	MESH:C080163	Trovafloxacin	5
8673700	Mpro	MESH:C107201	Tipranavir	5
8673700	Mpro	MESH:C549273	Daclatasvir	5
8673700	Mpro	MESH:D000409	Ala	5
8673700	Mpro	MESH:D002244	carbon	5
8673700	Mpro	MESH:D012254	ribavirin	5
8864	period 2	MESH:D005947	glucose	5
8878	SQSTM1	MESH:C055525	PtdIns3P	5
8991	SBP	MESH:D010100	oxygen	5
920	CD4	MESH:D007501	iron	5
920	CD4	MESH:D008775	methylprednisolone	5
920	CD4	MESH:D009173	mycophenolate mofetil	5
920	CD4	MESH:D009569	nitric oxide	5
920	CD4	MESH:D017382	reactive oxygen species	5
925	CD8	MESH:D000068717	Copaxone	5
925	CD8	MESH:D004958	estradiol	5
925	CD8	MESH:D008055	lipid	5
925	CD8	MESH:D008775	methylprednisolone	5
925	CD8	MESH:D009569	nitric oxide	5
9261	MK2	MESH:C046243	tryptanthrin	5
930	CD19	MESH:D014508	urea	5
931	CD20	MESH:D017338	cladribine	5
9332	CD163	MESH:C489897	silvestrol	5
941	CD80	MESH:C489897	silvestrol	5
9429	BCRP	MESH:D006418	heme	5
9518	GDF15	MESH:D003078	colchicine	5
9536	PGES	MESH:D044262	prostaglandin H2	5
9563	GDH	MESH:D005947	glucose	5
9622	kallikrein	MESH:D012694	serine	5
9734	histone deacetylase	MESH:C087123	FK228	5
9825	PD-1	MESH:C558899	Lopinavir-ritonavir	5
9933	PUFA	MESH:D002117	calcitriol	5
9970	CAR	MESH:D016572	ciclosporin	5
999	E-cadherin	MESH:D002117	calcitriol	5
None	STAT	MESH:C006552	kaempferol	5
None	"domains I, II, and III"	MESH:D006639	His	5
None	ribonucleotide reductase	MESH:D007501	Iron	5
None	Acute Respiratory Syndrome-Coronavirus-1 and 2	MESH:D012964	sodium	5
None	superoxide dismutase	MESH:D017382	reactive oxygen species	5
None	STAT	MESH:D047311	luteolin	5
100128998	Tissue plasminogen activator	MESH:D006495	LMWH	4
10044	nsp3	MESH:D000246	ADP ribose	4
10044	nsp3	MESH:D012694	serine	4
10045	NSP1	MESH:D016572	cyclosporine A	4
100508689	Mucin	MESH:D006493	heparin	4
100508689	mucin	MESH:D011134	glycan	4
101093891	cat	MESH:D006886	Hydroxychloroquine	4
10142	AKAP9	MESH:D000241	adenosine	4
10142	AKAP9	MESH:D000242	cAMP	4
101513	mMH	MESH:D007612	Kanamycin	4
10312	"Interferon alpha, beta 3/58"	MESH:C558899	Lopinavir/Ritonavir	4
10332	L-SIGN	MESH:D008055	lipid	4
1043	CD52	MESH:D017338	cladribine	4
10461	MERTK	MESH:D013629	TAM	4
10487	Cap-1	MESH:D014867	Water	4
10599	OATP1B1	MESH:C502936	tocilizumab	4
10599	OATP1B1	MESH:C558899	Lopinavir/Ritonavir	4
10599	OATP1B1	MESH:D009173	MPA	4
10611	Lim	MESH:D002738	chloroquine	4
1080	CFTR	MESH:D012964	sodium	4
10800	CysLT1	MESH:C063449	zileuton	4
1113	CGA	MESH:D001120	Arg	4
1125	CHR	MESH:D000068877	imatinib	4
1137	nAChR	MESH:D009538	nicotine	4
114548	NLRP3	MESH:D005419	Flavonoids	4
114548	NLRP3	MESH:D005947	glucose	4
114548	NLRP3	MESH:D007930	leucine	4
114548	NLRP3	MESH:D017382	ROS	4
11606	AGT	MESH:D004656	enalapril	4
11607	AT1	MESH:D004958	estradiol	4
11727;11731;11730;219033;503844;630952	Ang-(1-7	MESH:D009569	nitric oxide	4
11988	tea	MESH:D059808	polyphenol	4
12028	Bax	MESH:D008550	Melatonin	4
12367	CASP3	MESH:C075750	8-iso	4
12367	CASP3	MESH:D014807	vitamin D	4
1241	B leukotriene subtype 1	MESH:C112381	cysteinyl leukotrienes	4
1244	ABCC2	MESH:D061466	LPV	4
13047	Cux	MESH:D006493	heparin	4
135	A2AR	MESH:D000241	adenosine	4
140	A3AR	MESH:D010431	Pentoxifylline	4
1401	C-reactive protein	MESH:C023676	chloroquine phosphate	4
1401	C-reactive protein	MESH:C063449	zileuton	4
1401	C-reactive protein	MESH:C093875	montelukast	4
1401	CRP	MESH:C540383	ruxolitinib	4
1401	C-reactive protein	MESH:C551803	Ibrutinib	4
1401	CRP	MESH:D000069454	darunavir	4
1401	CRP	MESH:D000069552	rivaroxaban	4
1401	CRP	MESH:D000073893	sugar	4
1401	CRP	MESH:D000077402	pantoprazole	4
1401	C-reactive protein	MESH:D000667	ABPC	4
1401	CRP	MESH:D002338	carotenoids	4
1401	CRP	MESH:D002438	Cefoperazone	4
1401	C-reactive protein	MESH:D002511	cephalosporins	4
1401	C-reactive protein	MESH:D005492	folate	4
1401	CRP	MESH:D005665	Furosemide	4
1401	C-reactive protein	MESH:D005978	glutathione	4
1401	C-Reactive Protein	MESH:D006852	hydrochlorothiazide	4
1401	CRP	MESH:D006854	cortisol	4
1401	C-reactive protein	MESH:D007545	isoproterenol	4
1401	C-reactive protein	MESH:D008790	metoprolol	4
1401	C-reactive protein	MESH:D009853	omeprazole	4
1401	CRP	MESH:D012643	Selenium	4
1401	CRP	MESH:D014640	vancomycin	4
1401	C-reactive protein	MESH:D014810	vitamin E	4
1401	CRP	MESH:D016572	cyclosporine	4
1401	C-reactive protein	MESH:D017985	dalteparin	4
1401	C-reactive protein	MESH:D019980	Amoxicillin-clavulanic acid	4
1401	C-reactive protein	MESH:D064704	levofloxacin	4
1432	MAPK14	MESH:C025473	beta-sitosterol	4
1432	p38	MESH:C499715	Alisporivir	4
1432	MAPK14	MESH:D011794	quercetin	4
1432	MAPK14	MESH:D047311	luteolin	4
1435	M-CSF	MESH:C489897	silvestrol	4
1435	M-CSF	MESH:D004121	DMSO	4
1437	GM-CSF	MESH:C561644	Mavrilimumab	4
1437	GM-CSF	MESH:D008055	lipid	4
1437	GM-CSF	MESH:D017382	ROS	4
1440	GCSF	MESH:C000596027	Baricitinib	4
1440	G-CSF	MESH:C000613593	durvalumab	4
1440	GCSF	MESH:C558899	lopinavir/ritonavir	4
1440	granulocyte colony-stimulating factor	MESH:D006493	UFH	4
1440	granulocyte colony-stimulating factor	MESH:D006495	Low molecular weight heparin	4
1445	c-terminal SRC kinase	MESH:C515233	saracatinib	4
1494446	apoptin	MESH:D007930	leucine	4
15	AANAT	MESH:C006389	NAS	4
15	AANAT	MESH:D014233	TCA	4
1508	cathepsin B	MESH:C068250	CA-074	4
1508	cysteine protease	MESH:D006493	Heparin	4
1514	cathepsin-L	MESH:C058076	MDL28170	4
1514	cathepsin L	MESH:C068250	CA-074	4
1514	cathepsin-L	MESH:D006493	heparin	4
1514	Cathepsin L	MESH:D012293	Rifampicin	4
1523	Cux	MESH:D002738	Chloroquine	4
15251	hypoxia-inducible factor-1alpha	MESH:D008550	melatonin	4
15289	high mobility group box 1 protein	MESH:C075750	8-iso	4
1536	gp91phox	MESH:D009569	nitric oxide	4
1536	NOX2	MESH:D017382	ROS	4
1544	CYP1A2	MESH:C000606551	remdesivir	4
1545	CYP1B1	MESH:C006389	NAS	4
1557	CYP2C19	MESH:C000606551	remdesivir	4
1557	CYP2C19	MESH:D002738	Chloroquine	4
1559	CYP2C9	MESH:C502936	tocilizumab	4
1559	CYP2C9	MESH:D061466	lopinavir	4
1565	CYP2D6	MESH:C558899	lopinavir/ritonavir	4
1576	CYP3A4	MESH:D002220	Carbamazepine	4
1576	CYP3A	MESH:D013256	steroid	4
1576	CYP3A4	MESH:D020123	sirolimus	4
1583	CYP11A1	MESH:D002117	"1,25(OH)2D3"	4
15977	interferon beta	MESH:C558899	lopinavir-ritonavir	4
15978	interferon-gamma	MESH:D008055	lipid	4
16059	mIgG	MESH:D007854	PBS	4
16175	IL-1beta	MESH:D017382	ROS	4
16193	IL-6	MESH:D010100	oxygen	4
16193	IL-6	MESH:D014807	Vitamin D	4
1636	ACE	MESH:C000592401	Sarilumab	4
1636	Angiotensin-converting enzyme	MESH:C081643	candesartan	4
1636	ACE	MESH:D001205	vitamin C	4
1636	angiotensin-converting enzyme	MESH:D001224	aspartate	4
1636	ACE	MESH:D003078	colchicine	4
1636	ACE	MESH:D004958	estradiol	4
1636	angiotensin converting enzyme	MESH:D006493	heparin	4
1636	Angiotensin-converting enzyme	MESH:D006859	hydrogen	4
1636	ACE	MESH:D008055	lipid	4
1636	ACE	MESH:D009584	nitrogen	4
1636	ACE	MESH:D012492	salt	4
1636	ACE	MESH:D018942	macrolides	4
1636	ACE	MESH:D020913	Perindopril	4
164045	helicase	MESH:D009841	oligonucleotides	4
1666	NADPH	MESH:D017382	ROS	4
1723	DHODH	MESH:C000596027	Baricitinib	4
1723	DHODH	MESH:D014542	UMP	4
175	aga	MESH:C016391	DHPA	4
17603139	hemagglutinin-esterase	MESH:D011134	glycan	4
1803	DPP4	MESH:D001120	arginine	4
1803	CD26	MESH:D004151	dipeptides	4
1803	DPP4	MESH:D011134	glycan	4
1803	dipeptidyl peptidase 4	MESH:D012965	NaCl	4
18033	NF-kappaB	MESH:C050414	celastrol	4
18033	NF-kappaB	MESH:D017382	ROS	4
181	agouti-related protein	MESH:D005947	glucose	4
18126	iNOS	MESH:D008055	lipid	4
183	angiotensin II	MESH:C558899	Lopinavir/ritonavir	4
183	Ang II	MESH:C581752	alamandine	4
183	Angiotensin II	MESH:D003078	Colchicine	4
183	AGT	MESH:D006859	hydrogen	4
183	angiotensin II	MESH:D012254	Ribavirin	4
183	angiotensin II	MESH:D014212	all-trans-retinoic acid	4
183	angiotensin I	MESH:D045162	thiazolidinediones	4
185	AT1R	MESH:C581752	alamandine	4
185	AT1R	MESH:D000077405	irbesartan	4
185	AT1R	MESH:D002738	Chloroquine	4
185	AT1R	MESH:D006886	hydroxychloroquine	4
185	AT1	MESH:D007052	ibuprofen	4
185	AT1R	MESH:D008055	lipid	4
185	AT1R	MESH:D008550	Melatonin	4
185	AT1R	MESH:D009569	nitric oxide	4
185	angiotensin II receptor type 1	MESH:D014807	Vitamin D	4
18538	PCNA	MESH:D008550	melatonin	4
18782	PLA2G2D	MESH:D008055	lipid	4
1901	S1PR1	MESH:D017382	ROS	4
1906	ET-1	MESH:D011464	prostacyclin	4
1956	eGFR	MESH:C000606551	remdesivir	4
1956	Epidermal Growth Factor Receptor	MESH:D000068818	Cetuximab	4
1956	EGFR	MESH:D000077341	lapatinib	4
1956	ErbB	MESH:D010984	platinum	4
1956	epidermal growth factor receptor	MESH:D016049	Didanosine	4
1958	EGR1	MESH:D006147	guanine	4
196	AhR	MESH:D007736	kynurenic acid	4
196	AhR	MESH:D007737	kynurenine	4
196	AhR	MESH:D011084	polycyclic aromatic hydrocarbons	4
1977	eukaryotic initiation factor 4E	MESH:D000077863	omacetaxine mepesuccinate	4
1977	eukaryotic initiation factor 4E	MESH:D004640	emetine	4
1991	neutrophil elastase	MESH:D006025	Glycosaminoglycans	4
1991	neutrophil elastase	MESH:D012694	serine	4
20296	macrophage chemotactic factor-1	MESH:D008315	MDA	4
2053	sEH	MESH:D016718	arachidonic acid	4
2056	EPO	MESH:D002738	CQ	4
2064	HER2	MESH:D000077289	letrozole	4
207	AKT1	MESH:C005273	naringenin	4
207	AKT1	MESH:C025473	beta-sitosterol	4
207	AKT1	MESH:D016718	arachidonic acid	4
207	AKT1	MESH:D019695	glycyrrhizic acid	4
2099	estrogen receptor	MESH:D013629	tamoxifen	4
213	Albumin/Globulin	MESH:D005947	Glucose	4
213	albumin	MESH:D053139	oseltamivir	4
2147	thrombin	MESH:D001241	aspirin	4
2149	PAR1	MESH:D012694	serine	4
2159	factor Xa	MESH:D017985	dalteparin	4
2170	hFABP	MESH:D003078	colchicine	4
21803	transforming growth factor-beta 1	MESH:D014807	Vitamin D	4
21898	LPS	MESH:D012701	5-HT	4
21926	TNF-alpha	MESH:D008055	lipid	4
21926	TNF-alpha	MESH:D008550	Melatonin	4
21926	tumor necrosis factor (TNF) alpha and (IL) 1beta	MESH:D014807	vitamin D	4
2209	FcgammaR	MESH:D004075	diacylglycerol	4
2209	FcgammaR	MESH:D019269	PIP2	4
2212	FcgammaRIIa	MESH:D014443	tyrosine	4
2214	FcgammaRIIIa	MESH:D017382	reactive oxygen species	4
2244	Fibrinogen	MESH:C558899	Lopinavir/Ritonavir	4
2244	fibrinogen	MESH:D002338	carotenoids	4
2244	Fibrinogen	MESH:D010718	PS	4
2244	fibrinogen	MESH:D017984	enoxaparin	4
22848	AAK1	MESH:C479163	tofacitinib	4
22848	AP2-associated protein kinase 1	MESH:D061466	lopinavir	4
2322	FLT3	MESH:C000609080	gilteritinib	4
2324	vascular endothelial growth factor receptor-3	MESH:D000077210	sunitinib	4
23411	sirtuin 1	MESH:D004958	estradiol	4
23411	sirtuin-1	MESH:D008550	melatonin	4
23523	CNI	MESH:D008775	methylprednisolone	4
23523	CNI	MESH:D020123	sirolimus	4
2353	FOS	MESH:C025473	beta-sitosterol	4
23541	tap	MESH:D014867	water	4
23705	BL2	MESH:D006859	hydrogen	4
24310	angiotensin-converting enzyme	MESH:D013148	spironolactone	4
24384	vitamin D binding protein	MESH:D005978	GSH	4
24498	IL-6	MESH:D008550	Melatonin	4
24498	IL-6	MESH:D013438	thiol	4
24599	iNOS	MESH:D004958	estradiol	4
2475	mTOR	MESH:C401859	temsirolimus	4
2475	mTOR	MESH:D000255	ATP	4
2475	mTOR	MESH:D008687	Metformin	4
2475	mTOR	MESH:D008775	Methylprednisolone	4
2475	mTOR	MESH:D017963	azithromycin	4
2475	mTOR	MESH:D059808	polyphenol	4
24835	TNF-a	MESH:D008070	lipopolysaccharide	4
24835	TNF-alpha	MESH:D008550	Melatonin	4
24835	TNF-alpha	MESH:D013438	thiol	4
25	ABL	MESH:C515233	saracatinib	4
25139	glucose transporter 4	MESH:D003907	dexamethasone	4
2539	glucose-6-phosphate dehydrogenase	MESH:D017963	azithromycin	4
2580	GAK	MESH:D000077210	sunitinib	4
25942	SIN3 transcription regulator family member A	MESH:D012694	serine	4
25998	Bruton tyrosine kinase inhibitor	MESH:C000604908	acalabrutinib	4
2629	acid beta-glucosidase	MESH:D005963	glucosylceramide	4
2638	vitamin D binding protein	MESH:D005978	glutathione	4
2638	VDBP	MESH:D014807	vitamin D	4
2641	glucagon-like peptide 1	MESH:D014280	triglycerides	4
26503	aspartate aminotransferase	MESH:C462182	favipiravir	4
26503	AST	MESH:D000073893	sugar	4
26503	AST	MESH:D000082	acetaminophen	4
26503	AST	MESH:D000241	adenosine	4
26503	aspartate aminotransferase	MESH:D002738	chloroquine	4
26503	aspartate aminotransferase	MESH:D008775	methylprednisolone	4
26503	AST	MESH:D013256	steroid	4
26503	AST	MESH:D019438	Ritonavir	4
268756	L-gulono-gamma-lactone oxidase	MESH:D001205	vitamin C	4
268756	L-gulono-gamma-lactone oxidase	MESH:D014807	Vitamin D	4
2729	GCL	MESH:D017382	ROS	4
28234	OATP1B3	MESH:D009173	MPA	4
28234	OATP1B3	MESH:D061466	LPV	4
282618	IFNL1	MESH:D004121	DMSO	4
283	Ang	MESH:D012694	serine	4
283871	P-gp	MESH:D009173	MPA	4
284;285;51378;27329	Ang 1-7	MESH:C034532	camostat mesylate	4
284;285;51378;27329	Ang (1-9	MESH:D004151	dipeptides	4
284;285;51378;27329	Ang1-7	MESH:D006886	HCQ	4
284;285;51378;27329	Ang 1-7	MESH:D007052	ibuprofen	4
284;285;51378;27329	Ang1-7	MESH:D008550	Melatonin	4
284;285;51378;27329	Ang1-9	MESH:D010455	peptide	4
284;285;51378;27329	Ang1-9	MESH:D012964	sodium	4
284;285;51378;27329	Ang-(1-7	MESH:D019808	losartan	4
285335	Na+/H+ exchanger	MESH:D003078	Colchicine	4
2875	alanine aminotransferase	MESH:D014280	triglycerides	4
2875	alanine aminotransferase	MESH:D014527	uric acid	4
2875	alanine aminotransferase	MESH:D017963	azithromycin	4
2875	alanine aminotransferase	MESH:D061466	lopinavir	4
28922	A2.1	MESH:D011419	Propidium Iodide	4
290	CD13	MESH:D006497	heparan sulfate	4
29108	ASC	MESH:D000255	ATP	4
29126	PD-L1	MESH:C000594389	Tecentriq	4
29126	PD-L1	MESH:C582435	pembrolizumab	4
2920	CXCL2	MESH:C502936	tocilizumab	4
2920	CXCL2	MESH:D006886	hydroxychloroquine	4
2931	GSK-3beta	MESH:D008094	Lithium	4
2932	glycogen synthase kinase-3 beta	MESH:D008094	Lithium	4
2936	glutathione reductase	MESH:D003545	cysteine	4
2936	GR	MESH:D014807	vitamin D	4
2936	glutathione reductase	MESH:D017382	ROS	4
29366	plasminogen activator inhibitor type-1	MESH:D013311	STZ	4
2937	GS	MESH:D017382	ROS	4
29969	HIC	MESH:D010100	Oxygen	4
301	AnxA1	MESH:D015232	PGE2	4
302668	angiotensin-converting enzyme 2	MESH:D000068718	rosuvastatin	4
302668	ACE2	MESH:D002216	captopril	4
302668	ACE-2	MESH:D007052	ibuprofen	4
302668	ACE2	MESH:D012492	salt	4
302668	ACE2	MESH:D012964	sodium	4
302668	ACE2	MESH:D017257	ramipril	4
302668	ACE2	MESH:D017706	Lisinopril	4
303413	MPO	MESH:D017382	ROS	4
3037	HAS2	MESH:D006923	4-methylumbelliferone	4
308	Annexin V	MESH:D010718	PS	4
3082	HGF	MESH:D001761	bleomycin	4
30835	CD209	MESH:D019158	sialic acid	4
3091	HIF-1	MESH:C047368	isorhamnetin	4
3091	HIF-1alpha	MESH:D000077185	Resveratrol	4
3091	HIF-1alpha	MESH:D003474	Curcumin	4
3091	hypoxia-inducible factor-1 alpha	MESH:D005227	fatty acid	4
3091	hypoxia-inducible factor-1 alpha	MESH:D005947	glucose	4
309757	SIRT1	MESH:D008550	Melatonin	4
3098	hexokinase	MESH:D005947	glucose	4
3146	HMGB1	MESH:C009172	Salidroside	4
3146	HMGB1	MESH:C102326	Cucurbitacin E	4
3146	HMGB1	MESH:C458139	scolymoside	4
3146	HMGB1	MESH:D008070	lipopolysaccharide	4
3146	HMGB1	MESH:D011794	Quercetin	4
3146	HMGB-1	MESH:D012694	serine	4
3156	HMG-CoA reductase	MESH:D000069059	Lipitor	4
3162	HO1	MESH:D000069462	Dimethyl fumarate	4
3162	HO-1	MESH:D000077185	resveratrol	4
3162	HO-1	MESH:D001664	biliverdin	4
3162	HO-1	MESH:D003474	curcumin	4
3162	HO-1	MESH:D007501	iron	4
3162	HO-1	MESH:D010100	O2	4
3162	HO-1	MESH:D010126	O3	4
3240	Haptoglobin	MESH:D007501	iron	4
3250	HPR	MESH:D017313	fenretinide	4
3309	HSPA5	MESH:C004742	daidzein	4
3309	HSPA5	MESH:C495469	p-Coumaric acid	4
3309	HSPA5	MESH:D010456	cyclic peptide	4
3373	Hyal-1	MESH:D006820	Hyaluronic acid	4
3383	CD54	MESH:C489897	Silvestrol	4
3383	intercellular adhesion molecule 1	MESH:D009569	nitric oxide	4
3383	CD54	MESH:D018942	macrolides	4
340024	B0AT1	MESH:D014364	Tryptophan	4
3438	IFN beta	MESH:C558899	Lopinavir-Ritonavir	4
3438	IFN-beta	MESH:D000068876	fingolimod	4
3438	interferon type 1	MESH:D000241	adenosine	4
3439	Interferon-alpha 1	MESH:D017963	Azithromycin	4
3440	Interferon alpha/beta	MESH:D000241	adenosine	4
3440	IFN-alpha2b	MESH:D001663	bilirubin	4
3440	interferon alpha-2b	MESH:D009173	mycophenolate mofetil	4
3451	INF-beta	MESH:C558899	lopinavir/ritonavir	4
3456	Interferon-beta	MESH:D000068876	Fingolimod	4
3456	interferon beta	MESH:D008775	methylprednisolone	4
3458	IFN gamma	MESH:D000241	adenosine	4
3458	IFN-gamma	MESH:D000255	ATP	4
3458	IFN-gamma	MESH:D004121	DMSO	4
3458	IFN-gamma	MESH:D006493	heparin	4
3458	IFN-gamma	MESH:D009584	nitrogen	4
3458	IFN-gamma	MESH:D013256	steroid	4
3458	IFNgamma	MESH:D016572	cyclosporine	4
3458	IFN-gamma	MESH:D059808	polyphenols	4
3479	Insulin-like growth factor-1	MESH:D003687	DHEA	4
351	A	MESH:C060540	polyhexamethylene guanidine hydrochloride	4
351	a	MESH:D012254	ribavirin	4
351	A	MESH:D013729	terpenes	4
351	a	MESH:D014315	triterpenes	4
351	A	MESH:D014867	water	4
351	"alpha-, beta-"	MESH:D019438	RTV	4
3551	IKBKB	MESH:D008315	malondialdehyde	4
3551	IKBKB	MESH:D008550	melatonin	4
3552	IL-1	MESH:C067134	8-hydroxy-2'-deoxyguanosine	4
3552	IL-1beta	MESH:C504234	siltuximab	4
3552	IL-1beta	MESH:C540383	Ruxolitinib	4
3552	IL-1	MESH:C558899	lopinavir-ritonavir	4
3552	IL-1	MESH:D000255	ATP	4
3552	IL1alpha	MESH:D003622	dapsone	4
3552	IL-1beta	MESH:D006493	heparin	4
3552	IL-1beta	MESH:D012694	serine	4
3552	IL-1beta	MESH:D014443	tyrosine	4
3552	IL-1	MESH:D014580	Ursodeoxycholic acid	4
3552	IL-1	MESH:D016572	cyclosporine	4
3553	IL-1	MESH:C502936	tocilizumab	4
3553	interleukin-1beta	MESH:D003078	colchicine	4
3553	IL1B	MESH:D008795	1-(2-hydroxyethyl)-2-methyl-5-nitroimidazole	4
3553	IL-1B	MESH:D009538	nicotine	4
3554	IL-1R	MESH:C000592401	Sarilumab	4
3558	IL-2	MESH:C504234	siltuximab	4
3558	IL-2	MESH:C540383	ruxolitinib	4
3558	IL-2	MESH:D008070	lipopolysaccharide	4
3558	interleukin 2	MESH:D009584	nitrogen	4
3558	IL-2	MESH:D012701	5-HT	4
3558	IL-2	MESH:D014580	Ursodeoxycholic acid	4
3559	interleukin 2R	MESH:D009584	nitrogen	4
3565	interleukin-4	MESH:D007501	iron	4
3565	IL-4	MESH:D015232	PGE2	4
3567	IL-5	MESH:C434107	mepolizumab	4
3569	IL-6	MESH:C000604955	clazakizumab	4
3569	IL 6	MESH:C006680	baicalein	4
3569	IL-6	MESH:C023676	Chloroquine phosphate	4
3569	IL 6	MESH:C023717	acacetin	4
3569	interleukin-6	MESH:C067134	8-hydroxy-2'-deoxyguanosine	4
3569	IL 6	MESH:C070840	licochalcone A	4
3569	IL 6	MESH:C093385	"5,7,4'-trihydroxy-8-methoxyflavone"	4
3569	IL-6	MESH:C541220	Canakinumab	4
3569	IL-6	MESH:D000069547	cobicistat	4
3569	IL-6	MESH:D000077594	nivolumab	4
3569	IL-6	MESH:D000212	Aciclovir	4
3569	interleukin (IL)-6	MESH:D000638	amiodarone	4
3569	IL 6	MESH:D001120	arginine	4
3569	IL-6	MESH:D001241	aspirin	4
3569	IL-6	MESH:D001786	BG	4
3569	IL-6	MESH:D002245	carbon dioxide	4
3569	IL-6	MESH:D002338	carotenoids	4
3569	IL-6	MESH:D003505	CD	4
3569	Interleukin-6	MESH:D007052	ibuprofen	4
3569	interleukin-6	MESH:D008094	lithium	4
3569	interleukin-6	MESH:D008315	malondialdehyde	4
3569	IL6	MESH:D008795	1-(2-hydroxyethyl)-2-methyl-5-nitroimidazole	4
3569	IL-6	MESH:D009538	Nicotine	4
3569	IL-6	MESH:D009705	nucleoside	4
3569	IL 6	MESH:D010984	platinum	4
3569	IL-6	MESH:D011239	prednisolone	4
3569	IL-6	MESH:D012643	Selenium	4
3569	IL-6	MESH:D013107	sphingolipid	4
3569	IL-6	MESH:D013481	superoxide	4
3569	IL-6	MESH:D014527	uric acid	4
3569	IL-6	MESH:D014580	Ursodeoxycholic acid	4
3569	IL-6	MESH:D015774	Ganciclovir	4
3569	IL-6	MESH:D045162	thiazolidinediones	4
3570	IL-6R	MESH:D000068258	Bevacizumab	4
3570	IL-6R	MESH:D000068876	Fingolimod	4
3570	IL-6R	MESH:D008775	Methylprednisolone	4
3570	interleukin 6 receptor	MESH:D012254	ribavirin	4
3572	CD130	MESH:C000592401	sarilumab	4
3574	IL-7	MESH:C558899	lopinavir/ritonavir	4
3574	IL7	MESH:D003404	creatinine	4
3574	IL-7	MESH:D006886	hydroxychloroquine	4
3574	IL7	MESH:D014508	urea	4
3586	IL-10	MESH:C000592401	sarilumab	4
3586	Interleukin-10	MESH:D000241	adenosine	4
3586	IL-10	MESH:D012701	5-HT	4
3605	IL-17	MESH:C047368	isorhamnetin	4
3605	IL-17	MESH:C528327	fedratinib	4
3605	Il-17	MESH:C549079	ixekizumab	4
3605	IL-17	MESH:D000069349	linezolid	4
3605	IL-17	MESH:D002738	Chloroquine	4
3605	IL-17	MESH:D014640	vancomycin	4
3612	IMPalpha/beta1	MESH:D007559	ivermectin	4
3620	IDO	MESH:D008550	Melatonin	4
3627	IP10	MESH:C558899	lopinavir/ritonavir	4
3630	insulin	MESH:D001786	BGs	4
3630	insulin	MESH:D005230	NEFAs	4
3630	insulin	MESH:D019344	Lactic acid	4
3674	CD41	MESH:D011122	PolyP	4
3716	JAK1	MESH:C000603457	itacitinib	4
3716	JAK1	MESH:C000613732	upadacitinib	4
3716	JAK1	MESH:C558899	lopinavir/ritonavir	4
3716;3717	JAK1/2	MESH:D000077385	silibinin	4
3717	JAK-2	MESH:C000592401	Sarilumab	4
3718	JAK3	MESH:C000596027	baricitinib	4
373156	GSTs	MESH:D000255	ATP	4
373156	Glutathione S-transferase	MESH:D002738	CQ	4
373156	Glutathione S-transferase	MESH:D004317	adriamycin	4
373156	GSTs	MESH:D019803	glutathione disulfide	4
3757	Kv11.1	MESH:C558899	lopinavir/ritonavir	4
3821	NKG2	MESH:C000606551	Remdesivir	4
